dropped_obs	mean_Rhat	mean_Bulk_ESS	mean_Tail_ESS	diff_predicted_vs_observed	diff_predicted_vs_observed_abs	dropped_observation_prediction	dropped_observation_prediction_diff	dropped_observation_prediction_diff_abs	b_Intercept_mean	b_environ_PC1_mean	b_Shoreline_mean	b_environ_PC2_mean	b_EA033_mean	b_Settlement_date_grouping_finer_mean	b_environ_PC1:Shoreline_mean	b_Shoreline:environ_PC2_mean	b_Shoreline:Settlement_date_grouping_finer_mean	b_Intercept_sd	b_environ_PC1_sd	b_Shoreline_sd	b_environ_PC2_sd	b_EA033_sd	b_Settlement_date_grouping_finer_sd	b_environ_PC1:Shoreline_sd	b_Shoreline:environ_PC2_sd	b_Shoreline:Settlement_date_grouping_finer_sd	b_Intercept_min	b_environ_PC1_min	b_Shoreline_min	b_environ_PC2_min	b_EA033_min	b_Settlement_date_grouping_finer_min	b_environ_PC1:Shoreline_min	b_Shoreline:environ_PC2_min	b_Shoreline:Settlement_date_grouping_finer_min	b_Intercept_max	b_environ_PC1_max	b_Shoreline_max	b_environ_PC2_max	b_EA033_max	b_Settlement_date_grouping_finer_max	b_environ_PC1:Shoreline_max	b_Shoreline:environ_PC2_max	b_Shoreline:Settlement_date_grouping_finer_max	b_Intercept_straddle_zero	b_environ_PC1_straddle_zero	b_Shoreline_straddle_zero	b_environ_PC2_straddle_zero	b_EA033_straddle_zero	b_Settlement_date_grouping_finer_straddle_zero	b_environ_PC1:Shoreline_straddle_zero	b_Shoreline:environ_PC2_straddle_zero	b_Shoreline:Settlement_date_grouping_finer_straddle_zero	Intercept§Estimate	environ_PC1§Estimate	Shoreline§Estimate	environ_PC2§Estimate	EA033§Estimate	Settlement_date_grouping_finer§Estimate	environ_PC1:Shoreline§Estimate	Shoreline:environ_PC2§Estimate	Shoreline:Settlement_date_grouping_finer§Estimate	Intercept§Est.Error	environ_PC1§Est.Error	Shoreline§Est.Error	environ_PC2§Est.Error	EA033§Est.Error	Settlement_date_grouping_finer§Est.Error	environ_PC1:Shoreline§Est.Error	Shoreline:environ_PC2§Est.Error	Shoreline:Settlement_date_grouping_finer§Est.Error	Intercept§l-95% CI	environ_PC1§l-95% CI	Shoreline§l-95% CI	environ_PC2§l-95% CI	EA033§l-95% CI	Settlement_date_grouping_finer§l-95% CI	environ_PC1:Shoreline§l-95% CI	Shoreline:environ_PC2§l-95% CI	Shoreline:Settlement_date_grouping_finer§l-95% CI	Intercept§u-95% CI	environ_PC1§u-95% CI	Shoreline§u-95% CI	environ_PC2§u-95% CI	EA033§u-95% CI	Settlement_date_grouping_finer§u-95% CI	environ_PC1:Shoreline§u-95% CI	Shoreline:environ_PC2§u-95% CI	Shoreline:Settlement_date_grouping_finer§u-95% CI	Intercept§Rhat	environ_PC1§Rhat	Shoreline§Rhat	environ_PC2§Rhat	EA033§Rhat	Settlement_date_grouping_finer§Rhat	environ_PC1:Shoreline§Rhat	Shoreline:environ_PC2§Rhat	Shoreline:Settlement_date_grouping_finer§Rhat	Intercept§Bulk_ESS	environ_PC1§Bulk_ESS	Shoreline§Bulk_ESS	environ_PC2§Bulk_ESS	EA033§Bulk_ESS	Settlement_date_grouping_finer§Bulk_ESS	environ_PC1:Shoreline§Bulk_ESS	Shoreline:environ_PC2§Bulk_ESS	Shoreline:Settlement_date_grouping_finer§Bulk_ESS	Intercept§Tail_ESS	environ_PC1§Tail_ESS	Shoreline§Tail_ESS	environ_PC2§Tail_ESS	EA033§Tail_ESS	Settlement_date_grouping_finer§Tail_ESS	environ_PC1:Shoreline§Tail_ESS	Shoreline:environ_PC2§Tail_ESS	Shoreline:Settlement_date_grouping_finer§Tail_ESS	Intercept§straddle_zero_95	environ_PC1§straddle_zero_95	Shoreline§straddle_zero_95	environ_PC2§straddle_zero_95	EA033§straddle_zero_95	Settlement_date_grouping_finer§straddle_zero_95	environ_PC1:Shoreline§straddle_zero_95	Shoreline:environ_PC2§straddle_zero_95	Shoreline:Settlement_date_grouping_finer§straddle_zero_95	dropped_observation_prediction_mean	dropped_observation_prediction_diff_mean
Nukuoro	1.000083398167871	43458.37418103615	53262.85703483217	4.327272727272727	4.327272727272727	4.1324	-3.1323999999999996	3.1323999999999996	33.8204208255172	-2.35382389629759	-18.3344689343103	-4.96122327201602	-4.60506924034483	-16.1620444848276	1.95750704498877	1.10639956364957	12.8532215337931	6.28070010325736	2.65577534432557	3.98007072926276	4.84400386263228	0.314766797611485	3.05760743174739	1.87719058478076	3.29847519594622	2.06487224088615	5.9485	-13.3014	-37.8594	-23.2584	-6.02631	-29.463	-5.39976	-14.9868	5.13158	63.637	7.63198	-2.56656	19.4841	-3.42349	-4.4812	9.85638	13.6726	22.0462	no	yes	no	yes	no	no	yes	yes	no	33.8829336556897	-2.37379725063772	-18.369926272931	-4.96860747950665	-4.60566096181034	-16.1751757139655	1.96905341357809	1.10932706070374	12.8618921580172	6.28296267637405	2.63680992542759	3.98157169196275	4.80387024974792	0.313996375734997	3.03746458816147	1.86384428488434	3.27065974990412	2.05107665578758	21.83486	-7.6198965	-26.6416	-14.06511	-5.2298105	-22.267405	-1.64681075	-5.521466	8.94420275	46.5278125	2.77440625	-10.991785	4.781037	-4.0031795	-10.3124975	5.68830575	7.3169805	16.9913125	1.00008298155093	1.00012510448282	1.00007042358325	1.00002445027817	1.00012946801665	1.00007923354812	1.00011142173186	1.00003932843863	1.00008817188042	51843.3910637567	39834.436631808	50860.5987480976	37138.7760899797	65361.2956586301	35675.8014479899	38766.1155052147	36380.6551026419	35264.2973812068	56020.0793704722	54707.9869942034	54444.6725960626	48656.3024161283	70414.9101556246	47898.0649535903	53415.1578563807	47126.3783030017	46682.1606680256	no	yes	no	yes	no	no	yes	yes	no	4.1324	-3.1323999999999996
Nukutaveke 59	1.0001217509507445	43940.36801372734	55157.9689702988	4.327272727272727	4.327272727272727	1.3875	-0.38749999999999996	0.38749999999999996	35.37039355	-3.34577744568202	-19.1913972291379	-6.47583987608299	-4.55024467258621	-14.8186120848276	2.58100947319471	1.98630698182888	11.9926779715517	6.17313367849404	2.60445198801634	3.92577806328116	4.59295301985184	0.311096351659933	2.8456045348002	1.84194651639645	3.1469042435289	1.92041533823946	10.4633	-14.3985	-37.4132	-25.887	-5.90425	-28.4932	-4.53897	-12.4396	4.01537	62.3844	7.14762	-3.61594	13.6325	-3.18322	-2.77579	10.2936	15.0489	21.8319	no	yes	no	yes	no	no	yes	yes	no	35.4376493215517	-3.36602831910939	-19.2359338959483	-6.51983649348183	-4.55070744887931	-14.7971865800862	2.59416156278084	2.01783542775732	11.976977834569	6.19962049391958	2.61659077232304	3.94691947158232	4.59734017970904	0.312217490904014	2.8530445031818	1.85031999837798	3.15086362228175	1.92563040353927	23.5941425	-8.511536	-27.49384	-15.20021	-5.17027175	-20.5384	-0.9884282	-4.3396225	8.31375825	47.995645	1.72745425	-11.9538925	2.78457449999998	-3.947079	-9.34509575	6.26670275	7.9901005	15.872505	1.00008088911666	1.00013879802822	1.00008353726108	1.00011968382856	1.00003296523891	1.00015566374777	1.00017221293878	1.00014038179511	1.0001716266016	51530.1703924064	39884.0048418754	50720.1530196155	38434.52427944	63307.1921263466	37555.2454488948	39023.0013223932	37864.5861644887	37144.4345280857	55473.2441374842	53812.2634338962	53441.1620074844	52208.7884475654	69455.6904600539	53385.9255995096	53896.3487568678	52109.9414827952	52638.3564070324	no	yes	no	yes	no	no	yes	yes	no	1.3875	-0.38749999999999996
Nukutaveke 61	1.0001217509507445	43940.36801372734	55157.9689702988	4.327272727272727	4.327272727272727	1.3924	-0.3924000000000001	0.3924000000000001	35.37039355	-3.34577744568202	-19.1913972291379	-6.47583987608299	-4.55024467258621	-14.8186120848276	2.58100947319471	1.98630698182888	11.9926779715517	6.17313367849404	2.60445198801634	3.92577806328116	4.59295301985184	0.311096351659933	2.8456045348002	1.84194651639645	3.1469042435289	1.92041533823946	10.4633	-14.3985	-37.4132	-25.887	-5.90425	-28.4932	-4.53897	-12.4396	4.01537	62.3844	7.14762	-3.61594	13.6325	-3.18322	-2.77579	10.2936	15.0489	21.8319	no	yes	no	yes	no	no	yes	yes	no	35.4376493215517	-3.36602831910939	-19.2359338959483	-6.51983649348183	-4.55070744887931	-14.7971865800862	2.59416156278084	2.01783542775732	11.976977834569	6.19962049391958	2.61659077232304	3.94691947158232	4.59734017970904	0.312217490904014	2.8530445031818	1.85031999837798	3.15086362228175	1.92563040353927	23.5941425	-8.511536	-27.49384	-15.20021	-5.17027175	-20.5384	-0.9884282	-4.3396225	8.31375825	47.995645	1.72745425	-11.9538925	2.78457449999998	-3.947079	-9.34509575	6.26670275	7.9901005	15.872505	1.00008088911666	1.00013879802822	1.00008353726108	1.00011968382856	1.00003296523891	1.00015566374777	1.00017221293878	1.00014038179511	1.0001716266016	51530.1703924064	39884.0048418754	50720.1530196155	38434.52427944	63307.1921263466	37555.2454488948	39023.0013223932	37864.5861644887	37144.4345280857	55473.2441374842	53812.2634338962	53441.1620074844	52208.7884475654	69455.6904600539	53385.9255995096	53896.3487568678	52109.9414827952	52638.3564070324	no	yes	no	yes	no	no	yes	yes	no	1.3924	-0.3924000000000001
Palau	1.0000710473862215	44007.266185777495	55154.84505704486	4.327272727272727	4.327272727272727	4.3618	-3.3617999999999997	3.3617999999999997	33.6583311091379	-3.33864345447103	-18.38654778	-5.64771417441491	-4.42619542706897	-14.4410550058621	2.67605818620822	1.38473250253143	11.8525789025862	6.23334508227134	2.57480788348615	3.94566794013666	4.67750377949233	0.31606016790314	2.85675626664134	1.82419564333299	3.2181834620639	1.93919218623467	3.96465	-14.0166	-39.4314	-24.582	-5.75923	-27.0573	-4.85368	-14.8887	4.21909	62.8491	7.36239	-1.05284	17.799	-3.2339	-2.74152	11.1465	14.808	20.8315	no	yes	no	yes	no	no	yes	yes	no	33.6465647050862	-3.3413938488331	-18.3788800425	-5.6432127732115	-4.42524004267241	-14.436500255431	2.67907099053558	1.37946040108902	11.850262537069	6.25137804585656	2.58088074706101	3.95522713470915	4.66821668882478	0.316487701694362	2.85803709962494	1.82586444485734	3.2106498311977	1.93954219061933	21.7227425	-8.46041025	-26.61141	-14.5316025	-5.0520905	-20.1665025	-0.844836499999998	-5.11898375	8.15673625	46.298605	1.66731975	-11.085795	3.83105149999999	-3.81342875	-8.966044	6.314453	7.49731725	15.7655	1.00002235654317	1.00006186512453	1.00005070307218	1.00011628763958	1.00005090379225	1.00009769038423	1.00006304642448	1.00008805830644	1.00008851518913	50657.2475758883	41347.7503250347	50140.90518634	37997.5008202056	63933.8555090256	37500.5770064493	40403.643118014	37201.2885506106	36882.6275804294	58124.8207440803	55983.1407318196	56554.0459458252	49497.7692193144	69272.2645085854	51443.1237914237	55753.7087678482	48908.5771089844	50856.1546955225	no	yes	no	yes	no	no	yes	yes	no	4.3618	-3.3617999999999997
Pukapuka	1.0000860158482134	42575.04008282526	52898.79288038961	4.327272727272727	4.327272727272727	0.4043	0.5957	0.5957	35.6487691517241	-3.26196444370969	-19.3705412310345	-7.07597835184876	-4.56750211344828	-14.5236501394828	2.52736489479847	2.36274763317488	11.8168874668966	6.1941319689443	2.62072584495014	3.95542695520542	4.62270076923639	0.311114195412767	2.89534569566341	1.85649889021595	3.16339748672136	1.95025497047482	11.3738	-14.587	-38.1555	-24.3664	-5.88878	-26.6074	-5.43839	-14.1483	4.47906	62.3809	8.40802	-4.68657	16.7058	-3.38226	-2.9823	10.4371	14.2017	20.6221	no	yes	no	yes	no	no	yes	yes	no	35.6476050793103	-3.23913856407145	-19.3659948284483	-7.12619004331153	-4.56940167741379	-14.496438854569	2.51014326350262	2.39822159000785	11.7974280919828	6.18091995468556	2.62067829190988	3.94560118167698	4.61867429400982	0.312225089310581	2.88981350483577	1.8559790762957	3.16023921614222	1.94592602980572	23.938595	-8.42386	-27.6360075	-15.903515	-5.1919805	-20.2716075	-1.08802025	-4.04004175	8.089098	48.178115	1.85364175	-12.1400725	2.26712275	-3.96618925	-8.941814	6.19815849999999	8.420574	15.7008025	1.0000731985226	1.00011484722298	1.00005672276792	1.0000709325668	1.00003385943705	1.00011535712912	1.00011569571153	1.00007343295689	1.00012009631903	50674.8920104605	39091.7164628122	50089.1624913787	35591.8849512082	64640.7729324692	35112.2999184402	38147.4282737129	35069.0286138899	34758.1750910555	55599.0428392953	55176.0208023001	54147.8308025982	44880.9867897209	71359.5525762672	49253.5480552671	54550.9590726062	43004.2878435153	48116.9071419362	no	yes	no	yes	no	no	yes	yes	no	0.4043	0.5957
Raivavae	1.0001326905871497	42859.97840800656	52983.16949694288	4.327272727272727	4.327272727272727	1.3324	-0.33240000000000003	0.33240000000000003	35.5971608982759	-3.40786862951171	-19.3499977594828	-6.45894776348929	-4.55197797448276	-14.9109908437931	2.62047690126625	1.98046337394205	12.0551937874138	6.3000578871127	2.66082864691816	4.00045908585184	4.63941000107125	0.312963453947784	2.89609139179828	1.87747006094159	3.18227422455466	1.95412341128142	10.8251	-15.0255	-42.6779	-27.6976	-5.82481	-28.1942	-5.29291	-12.3334	4.0575	70.8959	7.69976	-4.81036	14.7215	-3.38322	-2.84828	11.279	17.4358	21.1766	no	yes	no	yes	no	no	yes	yes	no	35.6170738327586	-3.41827340759521	-19.3625770790517	-6.46912032899751	-4.5501828987069	-14.9050172921552	2.62736790164288	1.98565130641768	12.0516244805172	6.29383344434697	2.64750341886867	4.00173139974023	4.60798701247112	0.311308960473017	2.87792066245407	1.8682134016701	3.15987546275633	1.94212694335122	23.6565375	-8.63788625	-27.697305	-15.2081075	-5.16696225	-20.6504025	-0.988416825	-4.40639424999999	8.36254425	48.3148175	1.74434475	-12.0017925	2.824295	-3.95035925	-9.39124375	6.32708775	7.99179499999999	15.962615	1.00005781510969	1.00019340788098	1.00006236272743	1.00014710149698	1.0000554750371	1.0001538124677	1.00019042135354	1.00016983267203	1.0001639865389	51467.8964537858	38845.6384415568	50531.3795123268	36034.6553699008	64907.6128902452	35521.3710103717	37772.5080221047	35427.3281962931	35231.4157754741	56780.5861999447	53556.8176961028	55213.4385432175	44761.6731877347	70601.1723187682	49206.1882512712	54198.2437351407	44196.03993511	48334.3656051961	no	yes	no	yes	no	no	yes	yes	no	1.3324	-0.33240000000000003
Rakahanga-Manihiki	1.0001209496230499	42870.15887748137	52972.798092403355	4.327272727272727	4.327272727272727	0.9305	0.0695	0.0695	35.4379414413793	-3.33079148774181	-19.2640414175862	-6.49396976883402	-4.55493691517241	-14.8606334239655	2.57264261257785	2.00559844775646	12.02879611	6.16347132261883	2.58994138688152	3.92683661501145	4.60489294837587	0.312385037139897	2.90186489208675	1.83320125959728	3.15200892332191	1.95668486292708	11.9909	-15.2864	-39.4256	-24.4804	-6.00771	-27.8322	-4.79275	-11.5628	4.80032	64.7091	7.14198	-5.09531	13.3718	-3.34286	-4.14202	10.733	13.9594	20.9258	no	yes	no	yes	no	no	yes	yes	no	35.4206044043103	-3.32619786500116	-19.2528056414655	-6.51885297459773	-4.55439804310345	-14.8289449564655	2.56969245944765	2.02273490670218	12.0072635541379	6.18652395119654	2.60706303055134	3.94424562381673	4.61477251738394	0.313055553675653	2.89811608128252	1.8475237796617	3.15981342364658	1.95399135197533	23.6537675	-8.5044635	-27.5301175	-15.2582175	-5.1771105	-20.5987	-0.996516349999999	-4.3419575	8.26720875	47.9926375	1.72935375	-11.98307	2.8095435	-3.95051375	-9.26439275	6.244856	8.03096025	15.935705	1.00007279129766	1.00013484093382	1.00007857450066	1.00008089580064	1.0000244870906	1.00021580274312	1.00015298797418	1.00010416828624	1.00022399798052	51113.3262447674	40191.8248048723	50468.2371167573	35427.2355081665	64122.4396850619	35444.1633407073	39170.3030448469	34923.4442416724	34970.4559104803	56591.1892418633	54828.5482253353	54793.2169331383	47312.3031136693	66929.2364463362	48093.66096801	53726.1161704472	46530.901850313	47950.0098825175	no	yes	no	yes	no	no	yes	yes	no	0.9305	0.0695
Rapa Nui	1.0000599955739873	42215.74871787244	53107.585841389526	4.327272727272727	4.327272727272727	0.4067	0.5932999999999999	0.5932999999999999	35.0421126187931	-2.87815689394759	-19.036542077069	-7.17845264699395	-4.57221941431034	-14.4427856846552	2.30779994196181	2.43138536188933	11.7706917810345	6.21020602814791	2.6445713072998	3.95280676323783	4.62455793716808	0.312146297292486	2.89223793552035	1.86007841692417	3.15977299365217	1.94738119622782	9.48404	-14.4401	-38.882	-26.2079	-6.17934	-28.4819	-5.80336	-14.8056	4.17861	64.3264	8.90328	-2.97346	17.7895	-3.31675	-2.99482	10.5997	16.4276	20.9101	no	yes	no	yes	no	no	yes	yes	no	35.0418320206035	-2.89761471553646	-19.0409583422414	-7.14336718155024	-4.56973062913793	-14.4569343175	2.32164132737946	2.4088058643666	11.7802744377586	6.21774397831083	2.64495284113773	3.96025520416911	4.63961049170245	0.313932730519404	2.89618311388395	1.86037871776686	3.17090702037029	1.9502308598829	23.19219	-8.105279	-27.2956125	-15.959715	-5.19440325	-20.22871	-1.28673925	-3.96605125	8.0713545	47.60171	2.24058275	-11.76968	2.20980424999999	-3.96642775	-8.9304165	6.00230749999999	8.457433	15.687005	1.00004137124204	1.00006844544094	1.00003384189653	1.00005004769227	1.00007862781552	1.00006700925115	1.00006601255957	1.0000608177197	1.00007378654818	51594.6487509309	37299.0549210464	50570.9093101545	36873.8415276888	61879.006724221	34521.4327559236	36675.3717396142	36201.1399045986	34326.3328266741	56703.4714748528	54412.04471845	54715.3923480346	48361.6526977529	65821.5346991326	48314.157668464	53726.5809209096	48054.5147841494	47858.9232607598	no	yes	no	yes	no	no	yes	yes	no	0.4067	0.5932999999999999
Raro Matai + Nia Matai	1.0000471656562462	44641.20409149796	54355.83451592053	4.327272727272727	4.327272727272727	0.1981	0.8019000000000001	0.8019000000000001	35.469687187931	-3.23138544750684	-19.2606176072414	-6.29013308483552	-4.57463286724138	-15.1066858796552	2.48971127736818	1.80626190243491	12.2571517013793	6.18573785970364	2.61653533640299	3.95741378426763	4.65608571870461	0.314353563435571	2.91718062144396	1.85758471738831	3.20753831234668	1.98621768883894	12.1539	-14.5207	-40.4945	-24.6699	-5.87962	-26.4687	-5.1411	-12.905	4.53224	64.4734	7.72868	-5.45839	15.7565	-3.32255	-3.32309	10.5155	14.1679	20.3001	no	yes	no	yes	no	no	yes	yes	no	35.4716656360345	-3.24675953026633	-19.2660644128448	-6.26610286509028	-4.57410917543103	-15.1176659274138	2.50280712779687	1.78919689167897	12.2650038478448	6.20517583982179	2.6077500403263	3.96784374173783	4.65407429671232	0.313128362616754	2.91121842855812	1.84909727324088	3.20484069883502	1.98137806816604	23.65649	-8.4141715	-27.5603125	-15.0454275	-5.19775075	-20.944805	-1.05950875	-4.69251275	8.50142775	48.0580375	1.81384375	-11.973695	3.14090325	-3.9659795	-9.53086425	6.1677145	7.838752	16.2638025	1.00008168181194	1.00006552705018	1.00006254279234	1.00003642687186	1.00000981469286	1.00003097579948	1.00004561148927	1.00004318867687	1.00004872172142	54520.8595541606	40776.5758372935	53806.0625791356	37462.0992094784	65922.9633853186	36478.12632054	39906.9136815898	36833.7619786553	36063.4742773099	57723.2732347702	54284.0076322388	56111.721700727	49227.7665128009	70160.7658583918	48795.5113656803	54639.0813211967	48662.2989383747	49598.0840791043	no	yes	no	yes	no	no	yes	yes	no	0.1981	0.8019000000000001
Rarotonga	1.0000814963124154	44385.347498509596	55418.69870991638	4.327272727272727	4.327272727272727	0.5405	0.4595	0.4595	35.2024446910345	-3.11063214490776	-19.1401021843103	-6.76404867790748	-4.56256150017241	-14.7007245760345	2.44933116101124	2.17546795535384	11.93070597	6.23795256201401	2.6306810946851	3.97702688971344	4.61938682531444	0.313266846258682	2.871679904961	1.85898453706163	3.16054449454377	1.9365905188595	9.77128	-14.2648	-41.2648	-24.2415	-5.96565	-27.9691	-5.36981	-12.6703	4.54211	67.7387	7.51776	-4.84193	15.054	-3.29834	-3.29379	10.8861	14.7263	20.9196	no	yes	no	yes	no	no	yes	yes	no	35.2005462347414	-3.09110622695791	-19.1326949836207	-6.81153161530596	-4.56459583887931	-14.670052802069	2.43435711936192	2.20805132392834	11.9086150086207	6.21666597142853	2.63549698250305	3.9648254368584	4.63300486213999	0.314050682003441	2.88278619328568	1.86241645126701	3.17109837377904	1.94270297489376	23.37945	-8.2859225	-27.411315	-15.579115	-5.1912405	-20.4167075	-1.1746465	-4.16972575	8.21066875	47.81463	2.05423825	-11.8406975	2.5294565	-3.96091975	-9.12148325	6.11797225	8.24140525	15.8081	1.00005070197022	1.00006362233161	1.00006618779433	1.00008365695077	1.00005044785349	1.00011781439848	1.00006414693652	1.00010191137149	1.00013497720483	54404.439048632	42355.3278506253	53483.5803230788	36989.9012809219	62728.6813765632	36185.0320444298	41167.2488292065	36362.1657893267	35791.7509438022	60328.7387615828	57698.3782750105	57837.2798348262	50971.5851419962	66524.373252081	50125.9511887538	55892.4477438717	50149.8969933582	49239.6371977669	no	yes	no	yes	no	no	yes	yes	no	0.5405	0.4595
Ratak + Rālik	1.0000822158401377	44810.26568272546	55704.61271173386	4.327272727272727	4.327272727272727	1.0467	-0.046699999999999964	0.046699999999999964	35.3573422431034	-3.2891539462845	-19.2246107943103	-6.54051463754774	-4.54925120741379	-14.8052405401724	2.54945595324629	2.04210623227705	11.9891233908621	6.27265110161506	2.6199351175723	4.0012341497297	4.60062637948663	0.314338059322813	2.86751050855011	1.85856227918289	3.15018144061615	1.93551828759233	11.39	-14.5148	-40.3307	-23.3798	-5.8441	-27.6519	-5.447	-12.5922	4.16148	66.9088	7.7375	-4.55531	14.8527	-3.3046	-2.78994	10.5306	13.272	21.1833	no	yes	no	yes	no	no	yes	yes	no	35.3673354318965	-3.30221309551453	-19.2292190749138	-6.51784676902986	-4.54978831396552	-14.8222332284483	2.55999742703335	2.02465590086217	11.9999625444828	6.21952653332186	2.61020359517802	3.97053742795359	4.59063794739108	0.314535494205618	2.86667993447761	1.85399624549732	3.144598783662	1.93609526038567	23.5430975	-8.4777455	-27.49021	-15.261005	-5.18131075	-20.5471075	-1.027486	-4.30475125	8.30825375	48.0325025	1.778133	-11.9423775	2.74605674999999	-3.94120975	-9.31070925	6.25560624999999	8.02237625	15.8911075	1.00022163533122	1.00003243639596	1.00015353069734	1.00011970784777	1.00000715188889	1.000040758485	1.00002224425276	1.0001048334349	1.0000376442274	54167.4986716886	41206.6280815334	53342.7587175194	37766.3921536551	65392.479314788	37411.9494454534	39995.6381090345	37045.2887151628	36963.7579356941	55736.203044864	56996.2411728594	54736.1822105013	51794.9267460495	70133.1563898963	53555.781345014	55140.5683213091	50498.3500434457	52750.1051316655	no	yes	no	yes	no	no	yes	yes	no	1.0467	-0.046699999999999964
Rimatara	1.000035420325599	42764.28945107248	53968.92415894676	4.327272727272727	4.327272727272727	0.6543	0.3457	0.3457	35.1574480763793	-3.10485033884028	-19.1007516843103	-6.83618453972562	-4.56272035862069	-14.60817148	2.44365272680809	2.22911346948914	11.8614697010345	6.2347619922243	2.64839643644197	3.97209823286709	4.65122121385474	0.313189619865983	2.90883992732175	1.86491116126649	3.18014491999319	1.95966324002613	9.65863	-13.9082	-36.9909	-26.7287	-6.05589	-28.4948	-4.97878	-12.4195	4.27727	62.9377	6.91849	-3.47356	15.4633	-3.27855	-3.48405	11.0838	15.3434	21.1354	no	yes	no	yes	no	no	yes	yes	no	35.1331222603448	-3.10163217167509	-19.084437205	-6.815872701522	-4.56243254474138	-14.6128139986207	2.43968564981366	2.21637954948737	11.8652506092241	6.24012956745976	2.66447401557447	3.97384774338352	4.6403541114345	0.313002651382313	2.9085006193558	1.8754063552612	3.17347776146341	1.95943236142917	23.2211875	-8.39252175	-27.3091275	-15.6501	-5.187432	-20.49383	-1.1703745	-4.21778625	8.1467565	47.6687125	2.05670225	-11.7634975	2.58279725	-3.95932925	-9.04395275	6.17713825	8.27894449999999	15.8429025	1.00004934517873	1.00008319443902	1.0000448108399	1.00002458420872	1.00000220811854	1.00002215064404	1.00006670162481	1.00001441460404	1.0000113732726	51981.3618936162	38869.889969747	50808.0375893271	35679.3472033718	67438.5583668777	34027.8340216492	37925.6868016052	34864.7584558524	33283.1307576056	57298.9344717563	55144.8346266979	55175.1863211785	49479.4581196148	69986.4287841295	48027.7436029785	53249.1564625485	49564.1867710762	47794.3882705407	no	yes	no	yes	no	no	yes	yes	no	0.6543	0.3457
Rotuma	1.0000648226803153	43277.36294564822	52969.87419668001	4.327272727272727	4.327272727272727	0.1133	0.8867	0.8867	35.7016958586207	-3.33390260972521	-19.3787559332759	-6.73272083185617	-4.59791706706897	-14.8426801556897	2.57147529196272	2.16071728496779	12.0033053139655	6.21775719302114	2.61279303484678	3.95924511791792	4.60931999980246	0.313587014750903	2.88906117006867	1.84837129847131	3.15278316423221	1.9431228199192	11.0933	-13.7783	-39.6054	-23.7933	-6.01991	-26.4069	-5.5496	-10.7459	4.30501	64.4745	7.91232	-5.61103	11.9709	-3.36771	-3.23866	10.0067	14.0483	20.119	no	yes	no	yes	no	no	yes	yes	no	35.7169791043103	-3.33643688205854	-19.3849275717241	-6.74049513668122	-4.59842594387931	-14.844961282931	2.5728972537494	2.16560303557102	12.0032083477586	6.2240062568505	2.62489894592345	3.96619145714391	4.64543102842501	0.313078212377354	2.90446093016104	1.8585929197966	3.17856751849677	1.95501886169421	23.9069425	-8.5032035	-27.6265075	-15.524605	-5.2204035	-20.677805	-1.03538275	-4.29155175	8.272903	48.30161	1.7733505	-12.0910775	2.7292385	-3.99264925	-9.265615	6.240083	8.2020065	15.9568025	1.00009887286592	1.00005819540659	1.00009185672897	1.00006714790311	1.00002555987603	1.00005226366309	1.00005983428933	1.00007623350307	1.00005343988672	54416.6511270002	40591.075188136	53497.2484744542	34388.6313570993	66080.993594331	33985.6555100798	39249.3338952051	33728.978113081	33557.6992514475	56350.5114313237	56616.3727053551	56386.6085383504	43764.5177893886	70367.3514735894	47947.1345391619	55134.081446242	43744.0548530927	46418.2349936164	no	yes	no	yes	no	no	yes	yes	no	0.1133	0.8867
Rurutu	1.0000731491166266	42955.944199091224	53676.77343101097	4.327272727272727	4.327272727272727	0.7149	0.2851	0.2851	35.1535868672414	-3.15216415300667	-19.1083526294828	-6.63495330448386	-4.55888147482759	-14.7359281496552	2.47160465888857	2.09663293390394	11.9526723208621	6.19679749891007	2.64268062770838	3.95272169997053	4.62967043521861	0.312246910268538	2.90490693790057	1.86768272046401	3.17263511017837	1.95918921501984	11.9139	-13.8547	-42.1356	-24.6029	-5.92106	-29.1957	-6.71004	-11.931	4.13431	67.6853	9.62369	-5.74601	13.834	-3.37394	-3.37777	9.91618	14.6429	21.1336	no	yes	no	yes	no	no	yes	yes	no	35.1796234965517	-3.16069724853303	-19.1235759671552	-6.64400757799642	-4.55857513551724	-14.7355279594828	2.47618762125796	2.10345404546898	11.9512188743103	6.19274149257899	2.64126163825461	3.94496257405946	4.6504461387449	0.312455483645027	2.90323865149413	1.86508689070129	3.18738106106879	1.95847611654946	23.3952	-8.38385325	-27.3575025	-15.4981025	-5.1769605	-20.51084	-1.13678825	-4.2976435	8.18837375	47.7183075	1.9844245	-11.878285	2.72722524999999	-3.95798675	-9.1365575	6.17288175	8.1710205	15.8852	1.00004153773653	1.0000548106959	1.00004969375649	1.00008584961469	1.00007117208035	1.00010205334981	1.0000580014824	1.00009208891908	1.00010313441439	53105.3332614047	38601.2788498401	52411.880968968	36620.6842724149	64541.5613623589	34038.1428462186	37783.4003235637	35717.9757268787	33783.2401801735	57394.9406041135	52557.7511261421	55840.6382970431	48457.4591088189	67312.1003439438	50680.9287370359	53828.2612786715	47491.1921059076	49527.6892774223	no	yes	no	yes	no	no	yes	yes	no	0.7149	0.2851
